word	freq	syllables	flags	bucket	context
ซี่โครง	1	ซี่-โครง		SKIP	ึงโผงถูกซี่โครงมันไม่เข้า
เทเวศ	1	เท-เวศ		SKIP	ใช่สิงขรเทเวศป้องเขตคัน
ที่ต่ำ	1	ที่-ต่ำ		SKIP	ูอยู่ถ้ำที่ต่ำใต้เพราะมิ
ท่อน้ำ	1	ท่อ-น้าม	sound mismatch @2 (น้ำ vs น้าม)	FIXED	ขุดบ่อทำท่อน้ำคนประจำเกณ
อิ่มเอิบ	1	อิ่ม-เอิบ		SKIP	กไทยจึ่งอิ่มเอิบกำเริบแรง¦
ศุ	1	ศุ		SKIP	ได้ลุถึงศุโขมโหฬาร¦ป
อีลุ้ม	1	อี-ลุ้ม		SKIP	นาวันฝูงอีลุ้มจับพุ่มอุโ
ณิการ์	1	นิ-กั		SKIP	ลแก้วการณิการ์มหาหงส์คัด
ขะ	1	ขะ		SKIP	ว่าให้สุขะชนะโรคอันค
คู้	1	คู้		SKIP	งนั่งคุดคู้เงี่ยแต่หู
กระบาก	1	กระ-บาก		SKIP	สวกระแบกกระบากซากซึกมะสั
เจ่า	1	เจ่า		SKIP	บ้างหมอบเจ่าคุดคู้ดูมั
จานชาม	1	จาน-ชาม		SKIP	วหวานใส่จานชามถวายตามฤๅษ
สาธุการ	1	สา-ธุ-การ		SKIP	ฉันโมทนาสาธุการในศีลทานที
จ๋อ	1	จ๋อ		SKIP	าโยมนั่งจ๋อก้อไว้ล่อล
รือ	1	รือ		SKIP	รทหารรบเรือแพจงแก้ไขใ
เฮ้อ	1	เฮ้อ		SKIP	จะไปตาม¦เฮ้อนี่แน่แยบค
เลว	1	เลว		SKIP	ไว้มิใช่เลวเหมือนตกเห
รวยริน	1	รวย-ริน		SKIP	ระพายพัดรวยรินกลิ่นเกสรล
เลียง	1	เลียง		SKIP	ฟังเพลินเลียงกริ่งเกริ่
มลิ้น	1	มะ-ลิ้น		SKIP	ำมันทาโคมลิ้นใส่ดินปืนส
ค่อนแคะ	1	ค่อน-แคะ		SKIP	องอนอย่าค่อนแคะพูดเหลาะแห
เหลาะแหละ	1	เหลาะ-แหละ		SKIP	อนแคะพูดเหลาะแหละปั้นเจ๋อละ
ครองแครง	1	ครอง-แครง		SKIP	มเอาทั้งครองแครงแย่งยื้อดื
ค้ำ	1	ค้ำ		SKIP	อยก็ท้องค้ำหน้าอีบ้าก
ใหั	1	ใหั		SKIP	ายุพัฒน์ใหัขัดแค้นอ้า
บอง	1	บอง		SKIP	ห้าพันระบองสั้นแหลนหล
เลา	1	เลา		SKIP	าลิ้นใส่เลาเป่าปี่สนอ
เรือโล้	1	เรือ-โล้		SKIP	ล่ำไปใช้เรือโล้กับล่ามไปถ
เหมาะ	1	เหมาะ		SKIP	นทัพหน้าเหมาะใจใครจะปาน
ขึ้	1	ขึ้		SKIP	เป็นหอรบขึ้นครบครันอย
ด้ม	1	ด้ม		SKIP	ื้อสดไก่ด้มขนมผิงครั้
ด้ง	1	ด้ง		SKIP	ตลบกระทบด้งกำปั่นทั้ง
บูรณ์	1	บูน		SKIP	ัตรา¦ปริบูรณ์พูนสุขไม่ท
แช	1	แช		SKIP	ม่ขอแลทำแชเชือน¦คนที
นิพนธ์	1	นิ-พน		SKIP	างเวหนนำนิพนธ์ไปถึงมิตรก
ข่มขืนใจ	1	ข่ม-ขืน-ใจ		SKIP	้เขาตื่นข่มขืนใจผิดวิสัยนั
ปี่อ้อ	1	ปี่-อ้อ		SKIP	งจำเรียงปี่อ้อแลซอสีพวกส
ใบพลู	1	ใบ-พลู		SKIP	วย้ายขวาใบพลูดับเทียนพล
งานใหญ่	1	งาน-ใหญ่		SKIP	ยวดูเล่นงานใหญ่ที่ในวังบ้
หุย	1	หุย		SKIP	งมอญร้องหุยว่าอุ๊ยยาย
อุ๊ย	1	อุ๊ย		SKIP	องหุยว่าอุ๊ยยาย¦คำของแ
เนมิ	1	เน-มิ		SKIP	้งขุนเขาเนมินอิสินธรยอ
อิสินธร	1	อิ-สิน-ธร		SKIP	เขาเนมินอิสินธรยอดก็อ่อนเ
มดึงส์สม	1	มึ-ดง-สม		SKIP	ลงธรรมสำมดึงส์สมประโยชน์หว
มะไฟ	1	มะ-ไฟ		SKIP	ยมะเฟืองมะไฟผลผลาทั้งห
หว้า	1	หว้า		SKIP	ลผลาทั้งหว้าดง¦พระนักธ
วาโยธาตุ	1	วา-โย-ธาตุ		SKIP	ม่สังขารวาโยธาตุอัดอั้นในส
มุ่นหมก	1	มุ่น-หมก		SKIP	็มอกอย่ามุ่นหมกให้มันวุ่น
วังสะ	1	วัง-สะ		SKIP	็จออกนอกวังสะพรั่งพร้อม
อย่	1	อย่		SKIP	ไปกับเราอย่าเพ่อเอากอ
นิติ์	1	นิด		SKIP	เรียกโลกนิติ์สิทธิเวทเป
ฌาณ	1	ฌาณ		SKIP	ฏิ์สำรวมฌาณการสิกขาระ
เทค	1	เทค		SKIP	ยคิดถ่ายเทคาดคะเนแสนย
ดั้อ	1	ดั้ด		SKIP	¦แม้นดึงดั้อถือดีมิมาง
ใท้	1	ใท้		SKIP	ครึ่งวันใท้ผูกพันรูปท
ระบบ	1	ระ-บบ		SKIP	แลชอบตามระบบกลศึกได้ปร
หลพล	1	หะ-หลน	sound mismatch @1 (หล vs หะ)	REVIEW	เร่งพวกพหลพลนิกายไปหาด
วสา	1	วะ-สา		SKIP	ังกาบแก้วสายหยุดพุทธช
ก๋า	1	ก๋า		SKIP	กยุ่งอวดก๋าเจ้าข้าเอ๋
เหยง	1	เหยง		SKIP	ลดกระโดดเหยงแล้วชี้หน้
แหะ	1	แหะ		SKIP	ค์หัวร่อแหะแคะไค้มิได
แคะไค้	1	แคะ-ไค้		SKIP	ัวร่อแหะแคะไค้มิได้โกรธใ
นิวัต	1	นิ-วัต		SKIP	ิย์เสร็จนิวัตกลับหลังยั
วินิจฉัย	1	วิ-นิจ-ฉัย		SKIP	สถิตแท่นวินิจฉัยอันไพโรจน์
บำราบ	1	บำ-ราบ		SKIP	้พากันมาบำราบปราบอรินทร
ซึ่	1	ซึ่ง		SKIP	ได้บำรุงซึ่งกรุงไกร¦แ
หวู่	1	หวู่		SKIP	สียงหวี่หวู่อู้ไปเข้าค
อี้	1	อี้		SKIP	ไปบนเก้าอี้ที่ในเรือ¦
ตอไม้	1	ตอ-ไม้		SKIP	ที่ยวแอบตอไม้คล้ายกับลิ
พ้อง	1	พ้อง		SKIP	งทั้งพวกพ้องคนชิดทั้งศ
เงื่อง	1	เงื่อง		SKIP	มานานบินเงื่องดูเชื่องคน
ทักขิณา	1	ทัก-ขิ-ณา		SKIP	วายสังข์ทักขิณามหาผลพุทธม
พุดตาน	1	พุด-ตาน		SKIP	่งราชยานพุดตานทองรีบลงไป
ทารุณ	1	ทา-รุณ		SKIP	งหน้าถ้าทารุณให้เคืองขุ
หลาบจำ	1	หลาบ-จำ		SKIP	ารภาพว่าหลาบจำแม้นมิไปใค
ซ้อมซัก	1	ซ้อม-ซัก		SKIP	าจักรให้ซ้อมซักทหารปืนยืน
เท้าหน้า	1	เท้า-หน้า		SKIP	วเป็นปลาเท้าหน้ามีตัวเป็นช
พู่กัน	1	พู่-กัน		SKIP	ระบายลายพู่กันเป็นเชิงชั
ย่างเท้า	1	ย่าง-เท้า		SKIP	อบาทหลวงย่างเท้าก้าวออกมาพ
เตย	1	เตย		SKIP	ลยเข้าดงเตยติดกับเห็น
จุมพล	1	จุม-พล		SKIP	่ายุคลขอจุมพลทราบความตา
หยุดชะงัก	1	หยุด-ชะ-งัก		SKIP	สินสมุทรหยุดชะงักแกรู้จักมั
คนครัว	1	คน-ครัว		SKIP	ขัดสนพวกคนครัวไปหามาบัดด
ละเหี่ย	1	ละ-เหี่ย		SKIP	งเมียที่ละเหี่ยหิวละห้อยค
จับเจ่า	1	จับ-เจ่า		SKIP	อยมานั่งจับเจ่าเห็นเขาราย
คาวุต	1	คา-วุต		SKIP	นพราหมณ์คาวุตก็หยุดยืนค
ผิวหน้า	1	ผิว-หน้า		SKIP	พานชราดูผิวหน้าแดงก่ำเป็น
โรงครัว	1	โรง-ครัว		SKIP	ดการปลูกโรงครัวเลี้ยงดูหม
นวย	1	นวย		SKIP	รยาตรนาดนวยระทวยทดดูอ
คว้าไขว่	1	คว้า-ไขว่		SKIP	มไต่เข้าคว้าไขว่รวบรุมนางก
กระจัง	1	กระ-จัง		SKIP	นทรงรถมีกระจังที่นั่งรอง
แกว่งไกว	1	แกว่ง-ไกว		SKIP	คมไทแล้วแกว่งไกวโบกปัดพัชน
ตาตุ่ม	1	ตา-ตุ่ม		SKIP	ะตั้วจับตาตุ่มเข้าซุ้มนอ
แดงสด	1	แดง-สด		SKIP	ก็เป็นสีแดงสดดูงดงามหกก
