word	syllables	flags	context
จัญไร	จัน-ไร		นชั่วตัวจัญไรจะพาให้เสี
ก้อนหิน	ก้อน-หิน		ช่ที¦เอาก้อนหินศิลาลงมาขว
หม้อดิน	ม่อ-ดิน		ให้โยนไฟหม้อดินสิ้นทุกคน¦
สาธารณ์	สา-ทาน		ันดานให้สาธารณ์มิได้ตั้งอ
กิเลส	กิ-เหลด		ว่าดีกองกิเลสผูกพันนั่น
เป็นนิสัย	เป็น-นิ-ไส		ันก็เช่นเป็นนิสัยเปรียบเหมื
ถามไถ่	ถาม-ถ่าย	sound mismatch @2 (ไถ่ vs ถ่าย)	ทั้งนั้นถามไถ่ไปไหนมา¦พร
แต่งกาย	แต่ง-กาย		ห้จัดแจงแต่งกายาทาสุคนธ์เ
หูฟัง	หู-ฟัง		เงี่ยแต่หูฟังพหลให้หม่น
ฉะอ้อน	ฉะ-อ้อน		ยปรางทางฉะอ้อนอ่อนอินทรี
ป่านฉะนี้	ป่าน-ฉะ-นี้		ถวิลครวญป่านฉะนี้เนื้อเย็นจ
ลับตา	ลับ-ตา		นเทาเทาหลับตาแล้วว่าไปร
ยวนยี	ยวน-ยี		ดชวนเฝ้ายวนยีตาชาวที่ลุ
เคลือบแคลง	เคลือบ-แคลง		าแจ้งที่เคลือบแคลงให้กระจ่าง
จงฟัง	จง-งัฟ	sound mismatch @2 (ฟัง vs งัฟ)	ี่ทุกขังจงฟังสอนเพราะจำ
โว้เว้	โว้-เว้		เหม่อ้ายโว้เว้พูดมากถลาก
เดือนดับ	เดือน-ดับ		ได้ตัวจนเดือนดับลับเงาภูเข
ลึกล้ำ	ลึก-ล้ำ		ขัดสนที่ลึกล้ำสำหรับแก้อ
เข้าออก	เข้า-ออก		ือจำเพาะเข้าออกตามซอกผาเห
ขึ้นฝั่ง	ขึ้น-ฝั่ง		ั่งเสร็จขึ้นฝั่งเขาเขินเนิ
เลือกสรร	เลือก-สัน		เชือกให้เลือกสรรจัดล้าต้าต
มีลูก	มี-ลูก		ดูมันขันมีลูกแอบแนบชิดเ
ครั้งไร	ครั้ง-ไร		ูสอนสั่งครั้งไรใจของมันมา
หาว่า	หวา-ว่า		อยละห้อยหาว่าหลานเอ๋ยพี
แฉล้ม	ฉะ-แหล้ม	sound mismatch @1 (แฉ vs ฉะ)	ทรงชมโฉมแฉล้มแก้มคางสำอ
พ้นทุกข์	พ้น-ทุก		จะได้สุขพ้นทุกข์ภัย¦พระโยค
กระแจะ	กอน-แจะ	sound mismatch @1 (กระ vs กอน)	ยงรายขวดกระแจะจวงจันทน์ก
กรองทอง	กรอง-ทอง		ามว่าผ้ากรองทองผืนนั้นแม่
มองเมียง	มอง-เงียม	sound mismatch @2 (เมียง vs เงียม)	ะอองค่อยมองเมียง¦พระฟังคำท
คบหา	คบ-หา		ประจบไม่คบหาพระสั่งพวก
กระต่าย	กระ-ต่าย		าป่าระหงกระต่ายกระแตตุ่นอ
ระแวง	ระ-แวง		้นึกแหนงระแวงวนคงได้ผลไ
สะพัก	สะ-พัก		เหลือแสนสะพักองค์ทรงห่ม
ปลาบปลื้ม	ปลาบ-ปลื้ม		่นคงยิ่งปลาบปลื้มลืมภาวนานั
กระแอม	กอน-แอม	sound mismatch @1 (กระ vs กอน)	ึกแหลมไอกระแอมอุบอิบกระซ
สังเวย	สัง-เวย		้าศาลฉันสังเวย¦พวกที่ทำศ
เสียน้ำใจ	เสีย-น้ำ-ใจ		นอย่างไรเสียน้ำใจแทบชีวิตจะ
จนตาย	จน-ตาย		้างก็ล่มจนตายลงวายวางบ้
ชะรอย	ชะ-รอย		โกสัยมึงชะรอยปล่อยให้มา
แบ่งปัน	แบ่ง-ปัน		ะแสร้งมาแบ่งปัน¦กูก็เป็นฝ
สู้ทน	สู้-ทน		งอับจนจะสู้ทนยากแค้นแทน
มานะ	มา-นะ		งแข็งขืนมานะในอารมณ์คื
สะพาน	สะ-พาน		วงให้ทอดสะพานกระดานเรีย
ซังตาย	ซัง-ตาย		นเขินอายซังตายตอบตามระบอ
ทอดพระเนตร	ทอด-พระ-เนด		นนิเวศน์ทอดพระเนตรเขยขวัญนึก
โศกาลัย	โส-กา-ไล		ซบพักตราโศกาลัย¦ไม่ได้ข่า
ผ้าเช็ดหน้า	ผ้า-เช็ด-หน้า		กฝักลงยาผ้าเช็ดหน้าปักทองล้วน
แข็งใจ	แข็ง-ใจ		จงคิดขืนแข็งใจพระไว้บ้าง
ซ้อนซับ	ซ้อน-ซับ		ม่วงอ่อนซ้อนซับสลับขาวเป็
กรีดกราด	กรีด-กราด		หวาดร้องกรีดกราดวุ่นวายทั้
นิมนต์	นิ-มน		สิทธ์รับนิมนต์ขึ้นบนรถพร
หิวโหย	หิว-โหย		ยาปลิวคนหิวโหยกระทบกลิ่น
ยกโทษ	ยก-โทด		เคืองข้ายกโทษจงโปรดปราน
บทเรศ	บด-เรด		่ห่างบาทบทเรศพระเชษฐาต่
ใกล้เคียง	ไกล้-เคียง		ึ่งจะให้ใกล้เคียงแต่เพียงนั
